state_id,Thefts Last Week,Thefts Last 30 Days,Thefts Previous 30 Days,Theft Last Six Months,Robbery Last Week,Robbery Last 30 Days,Robbery Last Six Months,Burglary Last Week,Burglary Last 30 Days,Burglary Previous 30 Days,Burglary Last Six Months,Vandalism Last Week,Vandalism Last 30 Days,Vandalism Previous 30 Days,Vandalism Last Six Months,Shooting Last Week,Shooting Last 30 Days,Shooting Previous 30 Days,Shooting Last Six Months,Arson Last Week,Arson Last 30 Days,Arson Previous 30 Days,Arson Last Six Months,Arrest Last Week,Arrest Last 30 Days,Arrest Previous 30 Days,Arrest Last Six Months,Assault Last Week,Assault Last 30 Days,Assault Previous 30 Days,Assault Last Six Months,Other Last Week,Other Last 30 Days,Other Previous 30 Days,Other Last Six Months
OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OH,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,6,0,0,1,1,0,0,0,0
OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
OH,0,3,3,26,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,1,0,0,0,0,0,0,1,4,0,3,4,9,0,1,5,21
OH
OH,35,343,344,2030,1,12,6,55,1,34,37,250,9,85,74,494,4,14,6,63,0,0,0,3,2,24,7,78,15,127,131,768,19,176,202,1049
OH
OH,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
OH,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
OH
OH
OH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,1,7,7,68
OH
OH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0
OH,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OH
OH,7,51,164,469,0,2,1,14,4,20,41,137,7,24,73,219,2,6,7,35,0,2,3,8,4,28,121,319,19,81,120,502,1,19,160,350
OH,10,61,172,512,0,2,1,14,4,22,38,138,8,26,74,222,2,6,7,34,0,2,3,8,6,32,131,348,24,87,123,523,2,22,160,352
OH,0,0,2,9,0,0,0,0,0,0,1,3,0,0,2,11,0,0,0,0,0,0,0,0,0,0,11,47,0,0,6,61,0,0,30,158
OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
OH
OH,2,3,3,22,0,0,0,0,2,9,6,39,0,0,4,44,0,0,0,1,0,0,0,0,2,3,2,15,1,5,5,23,1,8,1,32
OH,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OH,2,21,62,189,0,1,0,2,2,5,5,35,1,10,15,68,0,0,2,12,0,1,0,1,1,9,36,94,4,23,31,160,1,6,66,204
OH
OH,0,33,34,203,0,2,1,10,1,3,3,26,1,4,2,29,0,1,2,14,0,0,0,0,0,14,19,118,3,33,31,197,3,39,45,269
OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,7,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1,6
OH
OH
OH,12,74,61,515,1,4,4,30,14,91,93,637,3,10,5,45,1,4,7,25,0,0,0,0,2,10,8,42,7,36,25,170,60,362,333,2019
OH,0,10,29,139,0,0,0,0,0,1,1,8,0,1,2,13,0,0,0,1,0,0,0,0,0,18,43,209,0,2,2,27,0,22,71,309
OH,40,218,196,1398,0,1,4,39,3,28,29,225,20,71,45,368,1,8,14,88,0,1,2,4,0,2,3,14,20,133,75,515,32,176,155,1101
OH,2,4,3,20,0,0,0,1,1,9,4,28,0,0,4,34,0,1,0,3,0,0,0,0,2,2,2,12,2,7,7,27,0,5,1,28
OH,0,33,74,355,0,1,3,15,0,3,8,42,0,12,27,134,0,3,6,23,0,0,0,1,0,6,10,64,0,1,15,38,0,24,44,189
OH,0,3,4,16,0,0,0,0,0,1,1,3,0,1,0,5,0,0,0,1,0,0,0,0,1,3,4,17,1,2,0,8,1,1,3,24
OH,0,3,4,27,0,0,0,0,0,0,1,1,0,3,2,12,0,0,0,0,0,0,0,0,0,0,2,11,0,3,2,22,0,3,5,23
OH,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH
OH
OH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OH,0,2,2,9,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,2,8,5,39,0,0,1,8,1,2,6,21
OH,17,130,71,537,2,14,19,59,4,31,21,106,6,18,3,62,10,27,12,99,0,0,0,0,8,34,28,135,21,99,73,373,45,196,188,888
OH
OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OH,51,257,258,1829,0,4,2,20,1,34,26,175,8,47,43,403,0,5,3,27,0,0,2,3,0,5,8,69,12,68,77,410,22,98,107,627
OH
OH,38,212,123,885,4,19,25,91,9,58,43,218,12,34,11,128,12,50,32,212,0,0,0,0,10,69,65,271,51,182,132,725,82,412,349,1784
OH,0,1,1,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,2,0,1,0,4
OH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OH
OH,0,7,10,31,0,0,0,0,0,0,0,0,0,1,2,4,1,1,2,10,0,0,0,0,0,13,14,48,0,0,2,3,0,0,8,13
OH,0,23,22,149,0,0,0,0,0,4,4,23,0,5,20,76,0,0,1,4,0,0,0,0,0,27,54,382,0,41,37,235,0,88,101,682
OK,1,3,204,919,0,0,10,49,0,0,79,466,0,0,1,47,0,2,2,15,0,0,3,4,1,2,27,161,1,3,134,674,0,0,24,176
OK,1,8,0,8,0,0,0,0,6,14,1,15,0,0,0,0,1,4,0,4,0,0,0,0,0,2,0,2,0,0,0,2,8,34,3,38
OK,0,0,0,89,0,0,0,0,0,0,0,17,0,0,0,13,0,0,0,6,0,0,0,2,0,0,0,149,0,0,0,11,0,0,0,129
OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,15
OK
OK,0,0,0,150,0,0,0,0,0,0,0,22,0,0,0,18,0,0,0,9,0,0,0,2,0,0,0,224,0,0,0,18,0,0,0,187
OK,0,64,112,631,0,0,1,6,0,18,39,170,0,15,4,64,0,0,0,5,0,0,0,0,0,66,90,557,0,27,61,266,0,16,42,163
OK
OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
OK
OK,0,2,1,6,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,13
OK,0,12,29,136,0,1,1,3,0,1,6,33,0,1,3,12,0,1,0,2,0,0,0,0,0,29,45,258,0,4,7,64,0,4,7,53
OK,57,334,349,2424,1,2,2,18,11,51,71,393,20,87,55,381,6,18,16,151,0,0,0,0,15,119,100,628,64,335,320,1801,217,961,983,5778
OK,0,1,4,14,0,0,1,1,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,3,0,0,2,8,0,0,0,3
OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,1,2,6,2,8
OK,0,54,81,482,0,0,1,3,0,15,31,143,0,12,25,119,0,9,9,30,0,0,0,0,0,42,62,274,0,72,60,262,0,283,359,1864
OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
OK,6,7,2,9,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,2,3,5,3,10,0,11
OK,0,0,73,345,0,0,1,9,0,0,14,54,0,0,16,138,0,0,0,0,0,0,0,4,0,0,42,180,0,0,66,355,0,0,18,160
OK,26,145,29,190,0,0,0,0,34,145,32,179,3,10,7,36,8,25,0,60,0,0,0,1,1,6,0,12,14,44,11,69,149,582,139,860
OK,50,235,33,269,0,0,0,0,65,283,55,338,4,12,3,15,13,53,7,115,0,0,0,0,6,19,0,27,19,70,21,102,235,989,182,1172
OK
OR,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,2,5,19,0,0,0,3,0,2,6,15
OR,0,0,35,151,0,0,0,2,0,0,1,13,0,0,2,16,0,0,0,1,0,0,0,1,0,0,28,114,0,0,4,17,0,0,36,145
OR,3,11,16,117,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,40,58,353,2,50,36,267,101,364,426,2279
OR,0,4,13,53,0,0,0,3,0,0,1,2,0,3,11,27,0,0,0,1,0,0,0,0,0,0,0,1,0,2,5,21,2,14,29,114
OR,0,6,26,135,0,0,0,0,0,0,3,15,0,2,13,53,0,0,0,0,0,0,2,15,0,0,21,100,0,5,17,128,0,24,96,413
OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,1,1,0,0,1,3
OR,1,50,60,603,0,8,2,29,2,18,17,102,0,16,23,136,0,0,0,5,0,0,0,4,0,14,19,269,1,35,56,426,3,59,103,497
OR,1,13,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18,48,199
OR,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,3
OR,3,6,4,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,4,14,10,54
OR,0,0,9,67,0,0,0,0,0,0,1,7,0,0,3,21,0,0,1,7,0,0,0,0,0,0,4,36,0,0,17,118,0,0,33,422
OR,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6
OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,3,14
OR,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,2
OR
OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
OR
OR,3,11,5,41,0,0,0,0,1,3,1,14,0,2,1,12,0,0,0,5,0,0,0,0,0,1,3,8,1,10,5,34,8,46,31,184
OR,0,16,23,196,0,0,0,7,0,5,4,45,0,4,4,41,0,0,0,0,0,1,0,6,0,37,100,486,0,4,7,45,0,23,44,254
OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
OR,5,34,60,245,0,0,0,2,0,6,4,18,0,4,7,42,0,1,1,10,0,0,0,0,0,3,5,30,3,31,49,158,11,108,161,796
OR,3,63,51,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,139,210,1038
OR,1,6,7,32,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,5,5,52,0,2,2,13,1,3,2,21
OR,70,246,179,1107,0,0,2,11,1,11,8,74,17,67,40,280,0,12,11,91,0,0,0,1,7,30,43,185,3,17,17,98,93,446,497,2929
OR,0,3,3,18,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,15,4,13,9,49
OR,0,7,14,70,0,0,0,0,0,1,3,6,0,3,2,10,0,0,1,4,0,0,0,0,1,8,3,22,0,3,3,18,3,16,21,126
OR,5,21,22,145,0,0,0,3,0,1,1,8,0,9,11,48,0,0,0,1,0,0,0,0,1,10,10,64,0,3,12,38,5,41,53,248
OR,54,328,301,1788,1,14,11,88,10,46,43,246,9,67,64,371,13,37,38,253,0,0,0,0,0,0,0,1,39,185,205,1096,196,953,914,5434
OR,16,60,61,306,0,0,0,0,2,3,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,35,2,33,37,150
OR
OR,0,6,15,62,0,0,1,1,0,1,1,4,0,3,2,14,0,0,0,5,0,0,0,0,0,1,2,6,1,10,15,43,1,21,54,188
OR,1,9,17,76,0,0,0,0,0,0,0,4,0,2,2,19,0,0,4,11,0,0,0,0,0,0,5,22,2,12,15,61,4,49,91,354
OR
OR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,2,6,6,39,0,0,0,2,0,3,1,8,1,3,1,12,0,0,0,0,0,0,0,0,2,9,4,27,1,4,3,21,9,63,58,325
OR,9,45,90,430,0,2,0,3,0,5,4,39,2,5,11,69,1,1,3,19,0,0,0,0,0,6,5,39,4,54,78,222,25,180,315,1421
OR,21,142,95,774,0,1,0,5,6,39,33,199,4,29,32,158,0,0,0,0,0,2,0,7,15,75,88,481,10,79,85,493,141,786,697,4238
OR,3,57,59,304,0,0,0,0,0,12,16,66,0,10,9,52,0,2,4,10,0,0,0,0,0,15,18,89,0,20,38,146,30,168,234,952
OR,3,18,22,110,0,0,0,0,0,7,5,41,1,4,2,10,0,2,6,30,0,0,0,0,1,4,4,11,3,17,22,68,3,51,92,447
OR,5,100,200,926,0,2,5,19,0,14,28,109,2,19,54,203,0,4,22,93,0,0,0,0,1,29,16,133,9,82,161,471,34,324,607,2455
OR,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,2,0,1,0,1,1,1,0,3
OR,61,255,281,1565,1,15,17,91,10,61,61,326,16,64,78,390,5,23,31,200,0,0,0,0,0,0,0,0,26,134,150,845,176,795,824,4626
OR,0,4,15,74,0,0,0,0,0,1,1,7,0,2,1,12,0,0,3,4,0,0,0,0,0,0,0,12,0,11,12,40,17,135,171,806
OR,4,10,4,50,0,1,0,1,0,4,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,2,19,16,75
OR,2,25,42,180,0,0,0,0,1,4,4,26,0,12,14,49,0,2,0,9,0,1,0,3,0,18,29,128,0,28,31,172,3,127,188,850
OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
OR,9,36,35,267,0,0,0,1,0,2,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,12,57,6,31,31,172
OR,1,13,28,151,0,0,0,0,0,4,9,30,0,4,4,23,0,2,10,19,0,0,0,0,1,11,11,45,1,15,19,69,7,52,110,411
OR,424,1981,1980,11536,25,109,99,698,58,325,349,2021,91,429,467,2536,59,245,275,1783,0,0,0,1,0,1,5,13,265,1265,1294,7211,1350,6317,6518,36786
OR,2,10,16,85,0,0,0,0,0,0,2,7,0,8,1,23,0,0,0,0,0,0,0,0,10,47,49,314,2,7,11,60,2,15,10,91
OR,29,248,441,2154,0,9,5,50,5,54,95,365,44,259,379,1358,3,18,53,210,0,0,0,2,8,57,72,329,64,371,494,1687,179,1574,2651,11766
OR,14,56,51,340,0,0,2,11,1,6,6,32,2,18,6,69,0,2,0,32,0,0,0,0,22,74,105,524,3,6,19,78,51,206,231,1272
OR,0,0,4,19,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,30,158,0,0,1,7,0,2,1,16
OR,1,3,1,20,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,22
OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
OR
OR,1,25,44,238,0,3,1,7,2,8,5,29,0,7,10,60,0,0,1,2,0,0,0,0,0,3,4,92,1,5,14,45,0,21,25,155
OR,3,13,39,146,0,0,0,0,0,4,11,25,0,3,7,56,0,0,3,20,0,0,0,0,0,6,4,25,4,30,39,146,12,96,140,659
OR,2,13,16,108,0,0,1,2,2,10,17,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,21,4,21,17,77
OR
OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4
VA
VA,30,166,171,1049,0,1,0,9,0,4,4,28,2,23,22,155,0,2,2,90,0,5,5,15,5,25,26,866,10,53,33,357,23,148,144,2880
VA,39,173,142,1135,1,4,5,60,4,12,4,55,10,45,53,315,1,3,0,15,0,0,0,3,3,17,24,152,17,91,85,609,65,265,256,1608
VA,76,441,466,2799,3,16,18,117,2,19,17,105,4,87,97,589,2,11,10,74,0,1,0,10,21,165,201,1149,48,225,248,1473,149,822,933,5239
VA,75,350,376,2328,0,14,13,81,1,6,8,60,13,56,63,407,0,3,2,17,0,0,0,0,2,4,1,11,17,98,83,518,19,76,68,437
VA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5
VA,0,31,43,215,0,0,0,0,1,2,1,15,0,11,5,31,0,2,2,5,0,0,1,2,0,2,8,49,0,12,24,103,0,3,5,32
VA
VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VA,0,2,6,43,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,7,37,0,4,3,28,0,8,25,115
VA,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VA
VA
VA,1,1,0,404,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,163,0,1,0,64
VA,113,843,833,5562,0,7,10,67,18,70,68,428,19,157,161,1002,11,62,71,429,0,2,4,17,16,210,204,1205,59,490,546,3383,517,2363,2211,13142
VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VA,5,50,158,894,0,0,0,12,3,7,2,39,0,9,7,88,1,10,51,156,0,0,0,1,5,35,35,234,2,32,78,423,41,172,127,498
VA
VA,6,78,90,543,0,0,2,5,0,4,3,33,3,19,16,141,0,0,1,1,0,1,1,3,2,26,28,138,8,76,68,383,4,70,98,397
VA,0,9,11,29,0,0,0,0,0,0,0,0,0,2,5,12,0,1,0,2,0,0,0,0,0,0,0,0,0,5,4,19,0,70,60,218
VA,12,98,88,509,0,3,3,27,0,3,2,21,3,20,23,122,3,7,7,38,0,0,0,0,25,90,99,603,7,78,72,491,23,123,122,700
VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VA,184,1168,1184,7382,5,42,38,243,1,38,37,289,28,227,248,1537,3,36,39,260,0,1,1,12,72,418,483,2797,124,639,636,3830,502,2652,2688,15618
VA,11,101,125,960,1,4,1,20,1,5,4,43,5,38,42,241,1,7,6,38,0,0,0,1,9,57,69,358,9,70,80,488,67,349,323,2887
VA,79,493,528,3137,2,13,12,104,0,15,14,120,9,77,83,533,2,9,11,74,0,1,0,8,22,152,158,937,42,218,210,1348,132,715,741,4375
VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,136,0,0,0,0,0,0,0,0
VA
VA,28,117,119,631,0,0,0,4,4,12,8,67,6,26,20,134,1,9,8,61,0,0,0,0,81,798,1006,5291,20,106,81,567,173,740,711,4227
VA,0,5,24,112,0,0,1,3,0,0,0,3,0,6,14,48,0,0,0,3,0,0,0,0,0,7,15,37,0,2,3,13,0,1,0,3
VA
VA
VA
VA
VA,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
VA,16,40,43,230,0,0,5,11,0,3,2,12,0,0,0,0,3,8,5,49,0,0,0,0,1,3,2,27,0,0,1,10,0,3,6,21
VA
VA,0,15,13,45,0,0,0,0,0,0,0,0,0,5,5,19,0,1,0,3,0,0,0,1,0,0,0,0,0,5,4,25,4,139,110,398
VA,187,961,905,5129,1,30,24,160,1,27,37,139,26,176,182,918,4,19,23,133,0,0,1,5,81,387,419,2404,56,280,324,1538,420,2236,2264,12022
VA,15,155,146,998,0,6,6,33,0,2,8,52,6,41,44,260,0,4,11,48,0,0,0,1,5,46,82,378,21,123,108,651,69,389,442,2356
VA
VA,0,35,55,213,0,0,1,4,0,6,5,24,0,16,12,69,0,2,0,4,0,0,0,0,2,21,19,89,1,14,20,85,7,35,28,85
VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VA,11,59,70,393,0,0,0,3,0,1,0,2,2,20,22,116,0,0,0,0,0,0,0,1,5,28,38,189,7,47,35,255,1,18,34,166
VA,0,7,2,17,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,9,4,68,52,182
VA,0,0,2,12,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34
VA
VA,0,46,71,487,0,1,3,6,0,2,6,22,0,10,19,125,0,0,1,6,0,1,0,1,0,39,57,272,0,10,22,110,0,28,33,169
VA
VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
VA,1,43,68,325,0,1,1,7,0,3,14,42,0,0,1,8,0,0,0,1,0,0,0,0,0,10,12,66,3,18,16,86,0,0,0,23
VA,0,0,3,18,0,0,0,0,0,0,1,4,0,0,1,4,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,11,0,1,2,17
VA,25,151,131,952,2,10,10,49,0,8,12,78,4,36,36,260,1,7,9,39,0,0,0,1,24,184,169,1224,12,118,127,751,44,234,220,1343
VA,6,65,64,403,0,3,2,17,0,3,5,40,3,16,16,118,1,2,2,9,0,0,0,0,10,75,80,574,9,45,52,327,6,29,34,205
VA
VA
VA
VA
VA,26,172,234,1348,0,5,3,26,0,6,13,64,3,27,44,245,0,4,6,35,0,1,0,5,6,51,47,273,14,77,82,473,56,319,316,1806
VA,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1
VA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,0,0,0,35,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,142,0,0,0,36,0,0,0,242
VA,0,15,13,45,0,0,0,0,0,0,0,0,0,5,5,19,0,1,0,3,0,0,0,1,0,0,0,0,0,5,4,25,4,139,110,398
VA,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VA,90,366,310,1954,2,8,10,55,12,40,24,234,25,122,76,529,1,2,0,16,1,7,3,17,20,76,80,493,64,342,323,1867,36,132,97,705
VA,100,718,685,4342,4,14,29,129,7,40,57,284,21,184,267,1328,0,24,53,144,0,0,0,8,18,144,164,761,70,372,382,1997,47,307,320,1949
VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
VA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,3,30
VA,0,0,83,488,0,0,0,8,0,0,0,17,0,0,0,30,1,2,54,154,0,0,0,0,0,0,0,28,0,0,45,234,0,0,17,30
VA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,12,14,49,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,4
VA,3,27,7,74,0,0,0,2,1,2,2,9,0,4,2,24,0,2,7,21,0,0,0,0,11,51,31,208,6,30,12,111,17,54,42,281
VA,73,464,408,2628,2,20,18,129,8,31,19,164,14,121,94,566,4,17,11,87,0,0,0,5,80,374,412,2623,34,294,260,1718,94,555,533,3058
VA,0,2,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,2,0,0,0,0
VA,0,1,0,27,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0,2,0,0,0,0,0,6,0,60,0,14,0,33,0,0,0,100
VA,101,478,551,3309,15,38,47,243,25,107,149,703,31,148,152,916,44,163,152,963,0,0,0,0,21,83,63,414,161,602,612,3175,1274,5529,5290,30759
VA,1,14,12,71,0,0,0,2,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,12,2,23,30,124
VA,0,127,174,679,0,3,6,19,0,15,23,80,0,42,56,215,0,0,0,5,0,3,0,4,0,43,54,188,0,104,131,437,0,18,29,107
VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,1,18,26,108,0,0,0,0,0,1,6,24,0,3,10,30,0,0,0,1,0,0,0,0,0,10,10,37,0,23,23,77,0,5,9,28
VA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA
