state_id,Thefts Last Week,Thefts Last 30 Days,Thefts Previous 30 Days,Theft Last Six Months,Robbery Last Week,Robbery Last 30 Days,Robbery Last Six Months,Burglary Last Week,Burglary Last 30 Days,Burglary Previous 30 Days,Burglary Last Six Months,Vandalism Last Week,Vandalism Last 30 Days,Vandalism Previous 30 Days,Vandalism Last Six Months,Shooting Last Week,Shooting Last 30 Days,Shooting Previous 30 Days,Shooting Last Six Months,Arson Last Week,Arson Last 30 Days,Arson Previous 30 Days,Arson Last Six Months,Arrest Last Week,Arrest Last 30 Days,Arrest Previous 30 Days,Arrest Last Six Months,Assault Last Week,Assault Last 30 Days,Assault Previous 30 Days,Assault Last Six Months,Other Last Week,Other Last 30 Days,Other Previous 30 Days,Other Last Six Months
FL,348,1376,1413,8199,2,17,14,65,13,73,73,405,49,197,206,1058,11,69,90,487,2,4,3,17,41,131,146,393,104,444,466,2455,1082,4308,4714,24572
FL,8,30,27,140,1,1,0,3,1,5,5,20,0,3,7,27,1,6,3,36,0,0,0,0,6,72,94,493,3,18,17,82,30,144,193,843
FL,188,836,807,5302,15,35,38,201,22,107,116,755,13,71,77,493,5,17,20,141,0,3,1,12,64,339,374,2049,162,752,672,4066,790,3462,3542,20959
FL,1,4,5,22,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,5,6,42,0,16,24,69,2,15,10,84
FL,0,13,12,133,0,0,0,0,0,2,2,26,0,2,5,51,0,0,2,3,0,0,0,0,1,6,7,92,1,3,8,43,5,21,34,170
FL,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,1,10,1,9,3,34
FL,0,52,62,348,0,1,2,11,0,11,20,107,0,6,2,29,0,0,2,10,0,0,0,0,0,49,73,409,0,52,67,375,0,15,21,135
FL,58,245,290,1710,1,11,14,82,0,0,0,0,23,112,122,719,7,22,14,124,0,0,0,0,19,60,84,423,5,22,20,132,201,736,799,4686
FL,5,22,30,155,0,2,1,6,0,1,3,12,1,2,10,28,0,4,5,13,0,1,0,3,0,2,2,12,0,10,23,90,10,61,89,423
FL,10,135,303,1439,0,19,18,102,0,39,113,541,1,21,49,255,0,20,19,150,0,2,8,44,1,36,94,371,2,154,315,1397,37,830,1483,7192
FL
FL,4,29,71,327,0,0,2,10,2,8,8,60,1,9,12,71,0,0,1,5,0,0,0,0,0,1,17,71,1,14,28,114,5,27,57,253
FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2
FL,27,337,425,2322,0,9,17,73,6,60,67,305,9,28,34,179,1,12,9,57,0,0,0,3,2,34,48,202,12,154,191,1037,4,216,316,1730
FL,12,165,219,1259,0,7,9,44,2,27,44,186,3,23,27,175,1,11,9,48,0,0,0,3,2,20,21,111,4,68,68,474,0,99,109,624
FL,19,62,99,1116,0,4,4,30,18,89,110,762,10,48,48,259,2,14,16,162,0,0,0,1,7,20,69,706,55,212,199,1602,188,877,1013,9283
FL,43,293,266,1757,2,10,6,57,0,14,6,145,2,23,28,117,0,0,1,2,0,0,0,0,1,12,16,80,6,47,58,341,0,7,13,84
FL,45,164,158,947,0,3,3,18,17,83,77,540,6,17,27,111,0,2,4,24,1,4,13,61,23,94,96,529,43,162,134,893,201,738,698,4072
FL,98,509,539,4112,1,5,11,54,27,132,112,1041,15,46,35,269,2,19,13,108,0,2,7,23,45,250,309,1769,42,158,126,1043,320,1372,1366,10412
FL,16,130,146,857,0,1,2,12,0,2,5,36,1,15,10,65,0,0,0,5,0,0,0,0,0,3,3,23,0,13,16,83,2,6,5,35
FL
FL,0,0,0,0,0,0,0,2,1,4,2,16,0,0,0,0,0,0,8,29,0,0,0,0,0,0,0,0,0,4,5,28,0,7,3,25
FL,140,491,139,1591,3,8,10,72,32,134,52,495,12,54,16,180,1,14,9,107,0,0,0,0,27,96,47,355,101,351,126,1163,670,1775,21,3587
FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
FL,0,5,7,69,0,0,0,0,0,2,0,2,0,1,0,14,0,0,0,0,0,0,0,0,1,25,28,190,0,0,2,9,1,1,4,15
FL
FL,2,14,26,101,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,2,3,10,0,0,0,8,2,8,9,51
FL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FL,26,127,114,715,0,2,1,7,11,65,47,446,13,83,95,506,0,1,1,2,0,0,0,0,25,100,117,678,22,104,109,612,444,2131,2084,12165
FL,4,25,37,177,0,5,6,24,4,24,36,182,1,25,18,148,0,0,1,5,0,0,0,0,14,59,43,295,23,106,93,556,236,1140,1226,6849
FL,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
FL,0,24,46,205,0,0,0,0,0,2,4,25,0,0,4,25,0,2,2,9,0,19,15,58,0,9,15,90,0,8,18,102,0,69,97,504
FL,3,18,24,170,0,0,1,2,0,3,3,27,0,2,2,14,0,0,0,1,0,0,0,0,5,30,39,218,3,9,8,48,4,27,49,163
FL,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,1,1,1,2,0,2,4,20
FL,49,384,382,2459,1,10,5,57,1,18,28,227,2,31,45,241,0,1,1,4,0,1,0,4,2,27,35,200,9,63,103,466,1,14,21,103
FL,35,125,124,688,0,1,1,6,5,26,37,163,5,18,32,123,0,0,0,4,0,0,0,0,29,137,141,751,19,89,78,397,462,2070,2087,9705
FL,72,320,308,1822,0,1,2,9,15,75,55,385,15,47,71,330,1,3,3,11,0,0,0,0,50,245,257,1437,37,166,163,939,888,4047,4193,21036
FL
FL,35,125,123,688,0,1,1,6,5,26,37,163,5,18,32,123,0,0,0,4,0,0,0,0,29,137,140,750,18,89,78,397,452,2055,2094,9699
FL,9,85,74,478,0,0,0,1,2,7,4,40,3,9,7,49,0,1,0,5,0,0,0,0,8,99,63,439,5,55,36,235,28,414,323,2233
FL,258,1257,1308,9024,3,15,20,124,60,287,288,2041,31,134,127,736,19,83,103,614,0,0,3,13,157,739,824,4590,69,343,343,2140,770,3508,3706,21783
FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,33,132,137,861,0,0,0,0,3,17,14,108,5,13,10,80,0,0,0,0,0,0,0,0,0,6,10,29,2,8,4,30,60,363,304,2008
FL,11,217,236,1606,0,9,8,43,1,45,62,383,2,25,25,182,0,10,3,23,0,6,0,21,2,23,34,181,4,184,215,1144,0,443,490,3113
FL,107,493,251,1811,10,38,29,192,71,318,220,1554,20,89,36,283,0,3,7,36,1,1,2,11,15,69,29,254,98,446,253,1599,610,2748,1138,10291
FL,0,0,0,0,0,1,0,3,1,1,1,3,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,1,7,0,2,0,7
FL,39,242,243,1594,1,6,14,81,4,41,50,296,9,51,44,292,0,5,1,16,0,0,0,0,5,61,65,455,15,153,152,1049,325,2179,2512,15075
FL,0,1,4,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,14,0,13,11,76
FL,1,31,29,189,0,0,0,10,0,10,14,95,0,4,4,21,0,0,4,8,0,0,0,0,3,13,13,70,1,11,9,58,2,36,44,268
FL,1,2,2,28,0,0,0,1,0,0,0,0,0,2,3,13,0,1,1,5,0,0,0,0,0,0,1,3,0,2,2,9,0,1,7,58
FL,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,4,9,4,6,4,21
FL,2,11,18,107,0,0,1,2,0,3,9,60,3,14,17,77,0,0,0,0,0,0,0,0,3,14,18,110,4,15,21,94,66,335,305,1889
FL,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,2,2,9,1,5,1,12
FL,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,1,0,1,1,7
FL,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,14,12,40,0,3,9,14,0,22,17,82
FL,0,33,49,215,0,0,2,7,0,9,23,92,0,3,3,24,0,0,1,7,0,0,0,0,0,40,55,352,0,43,58,310,0,10,15,107
FL,15,173,361,1650,0,24,18,109,0,38,114,552,3,39,64,341,2,28,22,178,0,3,7,52,3,50,106,452,1,176,376,1632,56,966,1667,8124
FL,24,331,430,2378,0,9,19,79,7,50,60,251,8,25,31,185,1,12,11,54,0,0,0,3,2,33,43,177,8,148,168,974,1,224,330,1729
FL,2,18,13,148,0,0,2,5,0,4,5,56,1,8,2,23,0,1,1,8,0,0,0,0,0,3,8,22,2,17,17,93,2,6,10,88
FL,9,22,19,109,0,1,0,2,0,0,2,10,0,4,1,11,0,0,1,11,0,0,0,0,0,3,7,21,3,12,11,54,15,82,91,409
FL,0,4,4,23,0,0,0,4,0,0,4,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,1,6,0,0,0,5
Fl
GA,0,0,0,2,0,0,2,3,0,0,1,2,0,0,0,0,0,2,3,8,0,0,0,2,7,25,42,177,0,0,0,4,0,0,0,1
GA,9,88,89,560,0,2,3,9,0,5,3,36,0,4,3,25,0,0,0,0,0,0,0,0,0,13,58,285,5,20,22,109,12,79,79,558
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GA,79,383,401,2372,1,7,7,32,7,24,18,178,2,2,0,3,3,22,50,320,0,1,0,11,25,86,78,528,57,306,267,1535,387,1858,1886,10243
GA,61,324,352,1989,1,7,7,32,8,23,17,178,2,2,0,10,3,18,47,242,0,1,0,11,24,77,73,463,54,277,227,1369,348,1730,1726,9372
GA,328,1594,1673,11018,13,42,40,230,23,93,139,829,71,342,326,2012,19,79,42,324,0,2,0,14,74,362,473,2397,111,601,573,3186,1,18,20,109
GA,1,240,396,2010,0,12,21,69,0,29,57,291,0,83,186,824,0,1,1,10,0,0,0,3,0,46,61,264,2,207,293,1551,0,20,53,203
GA
GA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,5,0,0,0,1
GA
GA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0
GA,0,5,24,112,0,1,3,29,0,8,30,111,0,0,0,0,0,0,1,2,0,0,1,6,0,0,1,1,0,9,19,105,0,0,0,0
GA,51,314,377,2525,2,6,4,29,5,27,26,161,15,63,65,356,0,3,7,29,0,0,0,3,11,99,225,1059,16,106,119,601,34,101,92,420
GA
GA
GA,2,11,8,57,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,4,11,11,36,4,6,4,31,6,12,4,43
GA,1,1,3,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,3,0,0,1,5
GA
GA
GA,0,26,29,156,0,0,0,2,0,0,1,11,0,9,13,52,0,1,0,1,0,0,0,0,0,14,16,97,0,11,44,170,0,45,62,326
GA,0,12,17,81,0,0,0,0,0,2,1,13,0,1,1,9,0,0,0,0,0,0,0,1,0,4,8,48,0,13,12,72,0,4,12,68
GA,0,11,17,82,0,0,0,0,0,2,1,14,0,1,1,8,0,0,0,0,0,0,0,1,0,4,10,54,0,14,14,81,0,3,13,72
GA,17,87,83,556,0,2,1,8,1,9,18,64,0,0,0,1,0,0,1,1,0,0,0,0,22,116,107,649,9,47,40,245,2,26,35,171
GA,15,116,154,1259,1,4,4,30,4,14,11,79,3,19,33,140,0,0,3,6,0,0,0,2,2,57,166,938,12,56,56,465,5,43,55,312
GA,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,22,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,6
GA,0,22,25,145,0,0,0,2,0,0,1,11,0,7,13,48,0,1,0,1,0,0,0,0,0,14,16,94,0,11,42,164,0,41,61,310
GA,67,343,373,2146,1,7,7,32,7,22,19,182,2,2,0,10,3,19,47,240,0,1,0,11,22,76,73,457,54,282,230,1379,348,1733,1740,9463
GA,0,3,1,16,0,0,1,1,0,0,0,0,0,2,2,4,0,0,0,1,0,0,0,1,0,8,7,38,0,2,1,5,0,2,0,21
GA,0,48,59,351,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,34,50,269,1,99,144,720,0,8,20,56
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
GA,51,243,268,1638,3,6,8,38,1,15,31,136,13,48,46,274,6,17,5,54,0,1,0,2,10,71,77,466,21,100,107,561,0,7,7,34
GA,1,37,57,325,0,1,0,2,0,2,7,19,0,11,35,142,0,0,0,0,0,0,0,0,0,7,5,32,0,22,33,161,0,0,3,15
GA,1,53,47,300,0,0,1,18,2,3,3,46,4,52,46,255,1,23,27,172,0,0,0,5,0,10,24,110,0,28,18,137,5,141,205,1225
GA,0,2,4,36,0,1,0,1,0,1,2,5,0,1,2,8,0,0,0,2,0,0,0,0,0,0,0,8,0,1,2,15,0,0,0,0
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GA,5,27,31,214,0,0,1,8,2,5,5,22,0,5,4,28,0,0,0,1,0,0,0,2,13,101,104,658,10,29,34,208,12,29,31,192
GA,9,86,98,500,0,0,0,1,0,1,3,22,5,24,18,109,0,0,0,1,0,0,0,0,2,122,401,2040,6,18,42,154,15,67,90,456
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,21,0,0,0,1,0,0,0,0
GA,0,0,2,12,0,0,0,0,0,0,0,1,1,1,0,2,0,0,3,6,0,0,0,0,3,9,19,66,0,0,0,2,0,1,0,5
GA,173,849,846,5653,4,36,45,290,39,134,113,839,47,218,221,1355,0,0,0,1,0,3,0,12,9,45,35,266,137,675,629,3835,2,11,25,161
GA,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,27,0,2,1,3,0,0,0,1
GA,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,27,0,2,1,3,0,0,0,1
GA,170,899,885,6197,3,18,15,105,15,58,71,549,40,208,205,1235,6,19,12,91,0,1,0,6,37,147,208,984,49,274,273,1557,2,54,90,394
GA,12,98,134,1350,0,1,0,27,1,6,2,85,2,26,29,322,0,1,3,33,0,0,0,1,4,41,92,620,5,50,66,604,28,427,889,5876
GA,0,34,71,622,0,0,1,10,0,0,0,1,0,0,1,2,0,0,1,3,0,0,0,0,1,46,157,895,0,9,17,138,0,12,21,122
GA,78,379,405,2519,3,12,14,69,7,35,57,295,16,77,72,436,8,24,11,93,0,1,0,3,21,110,139,774,37,175,167,980,0,5,7,33
GA
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GA,0,6,1,20,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,24,1,4,4,18,0,1,0,8
GA,3,32,34,185,0,0,0,1,0,0,1,12,1,9,4,39,0,0,0,0,0,0,0,0,1,93,290,1451,1,6,19,67,5,27,37,193
GA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0
GA,0,1,1,6,0,0,0,1,0,0,0,1,0,1,0,5,0,2,0,11,0,0,0,0,0,0,2,2,0,1,1,6,0,2,2,39
GA,0,2,2,10,0,0,0,0,0,0,1,1,0,3,2,18,0,0,1,3,0,0,0,0,0,0,1,3,0,2,1,6,1,6,15,42
GA,111,518,555,3757,2,6,7,40,10,29,35,210,23,106,94,620,0,7,10,44,0,0,0,3,11,88,130,579,22,133,139,693,20,61,45,240
GA,14,65,87,458,0,1,2,6,1,4,21,65,1,7,4,41,0,0,0,2,0,0,0,2,42,197,220,1193,18,73,49,406,18,86,96,512
GA
GA,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA
GA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,16,86,0,0,0,1,0,0,0,0
GA
GA,4,28,40,208,0,1,1,5,0,2,14,30,0,3,1,25,0,0,0,1,0,0,0,2,29,148,160,836,11,39,22,207,8,43,53,239
GA,0,0,0,63,0,0,0,1,0,0,0,13,0,0,0,14,0,0,0,2,0,0,0,0,0,3,4,32,0,0,0,43,0,0,0,679
GA,55,263,285,1665,2,7,11,45,4,28,38,212,10,51,56,320,7,18,7,62,0,1,0,3,15,99,112,650,29,134,123,713,0,6,7,35
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,32,0,0,0,0,0,0,0,1
GA
GA,0,0,0,220,0,0,0,8,0,0,0,30,0,0,0,48,0,0,0,3,0,0,0,0,0,0,0,310,0,1,0,136,0,0,0,2613
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,12,36,23,173,0,1,0,2,1,5,2,20,0,0,1,3,0,1,10,39,0,0,0,0,3,18,15,78,5,29,22,171,30,138,140,815
GA,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18,0,0,0,1,0,0,0,3
GA
GA,16,104,117,772,1,1,1,12,2,8,3,59,2,22,20,99,2,4,0,12,0,0,0,0,12,56,93,467,9,38,37,252,49,337,381,2160
GA
GA
GA,0,1,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,1,2,3,10,0,0,3,7
GA,1,28,41,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,27,145,2,13,10,78,0,2,9,38
GA,0,1,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,1
GA,0,3,2,16,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,20,26,135,0,1,2,6,0,0,1,4
GA,0,0,4,10,0,0,0,0,0,0,0,0,0,1,3,21,0,0,1,3,0,0,0,0,0,7,23,110,0,8,5,34,0,3,4,37
GA,2,13,9,850,0,0,1,36,1,3,4,96,1,3,2,185,0,0,0,1,0,0,0,1,0,1,2,267,1,4,1,491,0,1,0,334
GA,0,0,4,11,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
GA
GA
GA,0,5,29,135,0,2,6,52,0,11,52,172,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,13,29,154,0,0,1,1
GA,0,2,5,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,24,0,3,2,18,0,4,5,29
GA,6,73,94,648,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,36,60,345,5,39,57,310,3,21,25,175
GA
GA,1,50,38,213,0,2,1,3,0,3,4,23,0,2,6,24,0,0,0,1,0,0,0,1,1,8,33,138,4,13,12,81,7,35,48,286
GA
GA
GA
GA
GA,8,43,52,346,1,1,2,10,1,6,10,37,2,9,8,50,0,0,0,1,0,0,0,2,16,143,169,970,17,59,63,344,15,42,41,287
GA
GA,4,33,61,1019,0,2,6,44,1,5,6,127,2,9,12,259,1,2,1,15,0,0,0,0,1,14,22,330,6,32,25,586,0,62,177,1264
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,0,1,1,0,0,0,0
GA,0,7,34,181,0,3,7,50,0,12,57,200,0,0,0,0,0,0,1,2,0,0,2,10,0,0,1,1,0,17,36,180,0,0,1,1
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0
GA,1,31,25,171,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,50,48,406,0,0,5,14,1,6,8,45
GA,1,6,9,42,0,2,0,4,0,1,1,4,0,0,2,11,0,0,0,0,0,0,0,0,0,2,13,22,0,1,7,20,0,2,2,13
GA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GA,0,19,33,183,0,2,3,8,0,8,7,31,0,4,17,66,0,0,1,2,0,0,0,0,0,1,0,5,0,26,31,189,0,6,4,22
GA,0,1,0,5,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,0,0,0,0,0,2,3,44,0,1,5,14,0,0,3,13
GA
GA,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
GA,15,126,154,795,1,4,2,18,1,15,20,115,2,14,17,114,0,1,5,12,0,3,3,15,13,77,99,479,16,77,77,409,14,89,109,518
GA,16,115,126,564,0,1,0,5,2,15,15,61,5,40,41,167,0,0,0,0,0,0,0,1,8,54,54,249,12,56,49,180,48,156,139,529
GA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,67,0,0,0,0,0,1,1,3,0,0,1,2,0,1,0,2
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
GA,0,15,25,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,10,12,87,0,7,15,71,1,8,6,38
GA,0,0,0,324,0,0,0,6,0,0,0,59,0,0,0,66,0,0,1,5,0,0,0,0,0,0,0,100,0,1,0,262,0,0,1,133
GA,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,25,111,0,0,0,0,0,0,0,0
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GA,0,57,56,328,0,0,0,2,0,5,6,33,0,2,1,15,1,2,1,10,0,0,0,1,2,18,26,109,16,74,50,322,12,89,116,501
GA,0,30,68,298,0,0,0,0,0,9,7,64,0,17,13,92,0,4,14,60,0,0,0,0,0,43,31,292,0,32,31,120,0,150,252,1397
GA,0,0,0,482,0,0,0,6,0,0,0,64,0,0,0,128,0,0,0,4,0,0,0,0,0,0,0,60,0,0,0,240,0,0,0,3295
GA,0,59,65,445,0,1,0,1,0,2,1,16,0,8,9,41,0,0,0,1,0,0,0,0,0,23,35,187,1,48,36,218,0,16,17,126
GA
GA,2,96,112,845,0,0,0,0,0,0,1,8,0,2,2,20,0,0,1,6,0,0,0,1,5,55,68,449,5,63,90,530,3,38,42,213
GA
GA
GA,0,30,66,293,0,0,0,0,0,9,7,63,0,16,13,90,0,3,14,58,0,0,0,0,0,43,32,291,0,31,31,119,0,152,247,1377
GA
GA
GA,4,24,14,124,0,0,0,2,0,0,2,3,0,0,2,4,0,0,0,0,0,0,0,0,6,44,29,281,0,3,7,36,1,4,9,47
GA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1
GA,0,10,13,66,0,0,1,1,0,2,2,10,0,0,1,4,0,0,0,0,0,0,0,0,0,1,4,16,0,7,6,40,0,4,8,36
GA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,25,125,110,788,0,3,2,17,2,12,25,97,0,1,1,5,0,0,1,2,0,0,0,0,37,190,193,1129,12,64,71,359,7,38,48,249
GA,4,13,14,78,0,1,0,1,0,0,0,19,0,0,0,0,0,0,4,16,0,0,0,0,1,1,4,13,1,5,4,35,16,57,60,368
GA,4,21,25,152,0,0,0,1,0,3,6,15,0,3,4,25,0,0,0,0,0,0,0,0,1,12,15,85,0,0,4,28,5,57,67,373
GA,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,20,0,0,1,2,0,0,0,1
GA,25,95,107,653,0,3,0,5,2,8,3,40,0,0,1,4,0,5,8,72,0,0,0,0,3,17,16,115,8,69,71,386,60,354,362,1966
GA,1,11,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0
GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HI
HI
HI,15,66,59,402,1,2,2,16,1,7,7,43,3,26,11,125,0,0,0,3,0,0,0,0,1,38,52,280,1,25,23,157,0,0,0,6
HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,0,1,0,8,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,24,0,0,0,27
ID,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ID,0,10,13,77,0,0,0,1,0,0,2,4,0,3,2,22,0,0,0,1,0,0,0,0,9,41,40,227,1,6,3,23,4,65,68,329
ID,0,45,117,743,0,0,0,6,0,3,14,90,0,11,30,204,0,0,0,3,0,0,0,4,0,21,39,264,0,40,157,816,0,72,1239,5285
ID
ID,2,23,36,176,0,0,0,0,0,1,1,9,1,9,14,50,0,0,1,3,0,0,0,0,1,21,33,136,4,18,61,116,7,68,76,405
ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
