Name,City,State,Zip,County,IsPrivate,Level,LowGrade,HighGrade,RankStars,PupilTeacherRatio
Fayetteville High School,Sylacauga,AL,35151,Talladega County,False,Alternative,K,12,n/a,18.4
Alabama School For Blind,Talladega,AL,35160,Talladega County,False,Alternative,K,12,n/a,n/a
Helen Keller School,Talladega,AL,35161,Talladega County,False,Alternative,K,12,n/a,n/a
Thorsby High School,Thorsby,AL,35171,Chilton County,False,Alternative,PK,12,n/a,19.6
Cahaba Elementary School,Trussville,AL,35173,Jefferson County,False,Elementary,K,5,5,15.3
Vincent Elementary School,Vincent,AL,35178,Shelby County,False,Elementary,PK,5,3,16.2
Vinemont Christian Academy,Vinemont,AL,35179,Cullman County,True,Private,PK,12,n/a,17.2
Corner Middle School,Warrior,AL,35180,Jefferson County,False,Middle,5,8,4,20.9
Bibb County Career Academy,West Blocton,AL,35184,Bibb County,False,High,9,12,n/a,Unknown
Wilsonville Elementary School,Wilsonville,AL,35186,Shelby County,False,Elementary,PK,5,4,15.2
Woodstock Elementary School,Woodstock,AL,35188,Bibb County,False,Elementary,PK,4,3,17.6
Adolescent Day Treatment,Birmingham,AL,35203,Jefferson County,False,Alternative,K,12,n/a,Unknown
City Elementary,Birmingham,AL,35204,Jefferson County,False,Middle,7,8,n/a,Unknown
Arlington School,Birmingham,AL,35205,Jefferson County,True,Private,9,12,n/a,3.6
Banks Academy,Birmingham,AL,35206,Jefferson County,True,Private,9,12,n/a,11.6
BCS Virtual Academy of Learning,Birmingham,AL,35207,Jefferson County,False,Alternative,3,12,n/a,Unknown
Bush Hills STEAM Academy,Birmingham,AL,35208,Jefferson County,False,Middle,6,8,0,19.6
Creative Montessori School,Birmingham,AL,35209,Jefferson County,True,Private,PK,8,n/a,10.5
Grantswood Community School,Birmingham,AL,35210,Jefferson County,False,Elementary,PK,5,2,18.2
Build Up,Birmingham,AL,35211,Jefferson County,True,Private,9,12,n/a,6.5
Alabama Waldorf School,Birmingham,AL,35212,Jefferson County,True,Private,PK,8,n/a,6.2
Cherokee Bend Elementary School,Mountain Brook,AL,35213,Jefferson County,False,Elementary,PK,6,5,13.0
Forestdale Baptist,Birmingham,AL,35214,Jefferson County,True,Private,PK,6,n/a,n/a
Bryant Park Elementary,Birmingham,AL,35215,Jefferson County,False,Elementary,PK,5,1,18.7
Ascension Episcopal Kindergarten,Vestavia,AL,35216,Jefferson County,True,Private,PK,K,n/a,4.0
Inglenook School,Birmingham,AL,35217,Jefferson County,False,Elementary,PK,8,0,20.8
Holy Family Catholic Academy,Birmingham,AL,35218,Jefferson County,True,Private,K,8,n/a,7.5
Jones Valley Middle School,Birmingham,AL,35221,Jefferson County,False,Middle,6,8,0,19.3
Avondale Elementary School,Birmingham,AL,35222,Jefferson County,False,Elementary,PK,5,1,16.4
Brookwood Forest Elementary School,Mountain Brook,AL,35223,Jefferson County,False,Elementary,PK,6,5,12.2
Minor Community School,Birmingham,AL,35224,Jefferson County,False,Elementary,PK,5,1,16.6
Bluff Park Elementary School,Hoover,AL,35226,Jefferson County,False,Elementary,PK,5,5,14.3
Green Acres Middle School,Birmingham,AL,35228,Jefferson County,False,Middle,6,8,0,18.7
Norwood Elementary School,Birmingham,AL,35234,Jefferson County,False,Elementary,PK,5,2,17.7
Mountain View Baptist School,Birmingham,AL,35235,Jefferson County,True,Private,PK,12,n/a,11.2
Southern Christian Preparatory Academy,Birmingham,AL,35238,Jefferson County,True,Private,6,12,n/a,10.4
Allan Cott School,Birmingham,AL,35242,Jefferson County,True,Private,1,12,n/a,8.0
Gods House Kindergarten And Day Care,Birmingham,AL,35243,Jefferson County,True,Private,PK,PK,n/a,10.7
Ardent Preschool & Daycare,Hoover,AL,35244,Shelby County,True,Private,PK,K,n/a,3.2
Uab Engel Therapeutic School And Day Treatment,Birmingham,AL,35294,Jefferson County,True,Private,1,7,n/a,n/a
Central Elementary School,Tuscaloosa,AL,35401,Tuscaloosa County,False,Elementary,PK,5,0,13.4
American Christian Academy,Tuscaloosa,AL,35404,Tuscaloosa County,True,Private,PK,12,n/a,9.5
Bear Creek Academy,Tuscaloosa,AL,35405,Tuscaloosa County,True,Private,PK,12,n/a,14.6
North River Christian Academy,Tuscaloosa,AL,35406,Tuscaloosa County,True,Private,K,12,n/a,12.9
Aliceville Elementary School,Aliceville,AL,35442,Pickens County,False,Elementary,PK,6,1,20.2
Brookwood Elementary School,Brookwood,AL,35444,Tuscaloosa County,False,Elementary,PK,5,2,24.1
Buhl Elementary School,Buhl,AL,35446,Tuscaloosa County,False,Elementary,PK,4,2,17.1
Ladow Technical Center,Carrollton,AL,35447,Pickens County,False,High,10,12,n/a,Unknown
Lighthouse Christian School,Clinton,AL,35448,Greene County,True,Private,PK,6,n/a,n/a
Westwood Elementary School,Coker,AL,35452,Tuscaloosa County,False,Elementary,PK,4,3,15.7
Cottondale Elementary School,Cottondale,AL,35453,Tuscaloosa County,False,Elementary,PK,5,1,16.1
Duncanville Middle School,Duncanville,AL,35456,Tuscaloosa County,False,Middle,6,8,3,21.0
Eutaw Primary School,Eutaw,AL,35462,Greene County,False,Elementary,PK,3,n/a,16.0
Myrtlewood Elementary School,Fosters,AL,35463,Tuscaloosa County,False,Elementary,PK,4,3,18.6
Gordo Elementary School,Gordo,AL,35466,Pickens County,False,Elementary,PK,6,3,18.3
BellBrown Career Technical Center,Livingston,AL,35470,Sumter County,False,High,10,12,n/a,Unknown
FaucettVestavia Elementary School,Northport,AL,35473,Tuscaloosa County,False,Elementary,PK,4,4,14.7
Big Sandy Elementary,Moundville,AL,35474,Tuscaloosa County,False,Elementary,PK,5,3,19.2
Huntington Place Elementary School,Northport,AL,35475,Tuscaloosa County,False,Elementary,3,4,4,21.8
CollinsRiverside Middle School,Northport,AL,35476,Tuscaloosa County,False,Middle,5,6,n/a,19.3
Pickens County High School,Reform,AL,35481,Pickens County,False,High,5,12,n/a,16.4
Brookwood Middle School,Vance,AL,35490,Tuscaloosa County,False,Middle,6,8,2,20.4
Jasper Academy,Jasper,AL,35501,Walker County,True,Private,8,12,n/a,11.0
Mental Health Center,Huntsville,AL,35502,Madison County,False,Alternative,K,12,n/a,Unknown
Curry Elementary School,Jasper,AL,35503,Walker County,False,Elementary,PK,4,3,17.0
Valley Junior High School,Jasper,AL,35504,Walker County,False,Elementary,PK,8,3,18.7
Addison Elementary School,Addison,AL,35540,Winston County,False,Elementary,PK,6,4,17.4
Meek Elementary School,Arley,AL,35541,Winston County,False,Elementary,PK,4,4,19.1
Phillips Elementary School,Bear Creek,AL,35543,Marion County,False,Elementary,PK,6,2,15.8
Berry Elementary School,Berry,AL,35546,Fayette County,False,Elementary,PK,6,3,15.0
Brilliant School,Brilliant,AL,35548,Marion County,False,Alternative,PK,12,n/a,15.9
Carbon Hill ElementaryJunior High School,Carbon Hill,AL,35549,Walker County,False,Elementary,PK,8,2,18.2
Bankhead Middle School,Cordova,AL,35550,Walker County,False,Middle,5,8,4,16.7
Double Springs Elementary School,Double Springs,AL,35553,Winston County,False,Elementary,PK,4,2,16.7
Fayette County High School,Fayette,AL,35555,Fayette County,False,High,9,12,4,17.1
Guin Elementary School,Guin,AL,35563,Marion County,False,Elementary,PK,6,4,16.2
Hackleburg Elementary School,Hackleburg,AL,35564,Marion County,False,Elementary,PK,6,2,16.5
Haleyville Center Of Technology,Haleyville,AL,35565,Winston County,False,High,7,12,n/a,Unknown
Hamilton Elementary School,Hamilton,AL,35570,Marion County,False,Elementary,PK,4,5,16.2
Lynn Elementary School,Lynn,AL,35575,Winston County,False,Elementary,PK,4,3,16.7
South Lamar School,Millport,AL,35576,Lamar County,False,Alternative,PK,12,n/a,17.2
Lupton Junior High School,Nauvoo,AL,35578,Walker County,False,Elementary,PK,8,4,15.9
Oakman High School,Oakman,AL,35579,Walker County,False,High,9,12,2,17.4
Parrish ElementaryMiddle School,Parrish,AL,35580,Walker County,False,Elementary,PK,8,3,16.0
East Franklin Junior High School,Phil Campbell,AL,35581,Franklin County,False,Alternative,PK,9,n/a,18.2
Red Bay Elementary,Red Bay,AL,35582,Franklin County,False,Elementary,PK,6,3,15.0
Sulligent School,Sulligent,AL,35586,Lamar County,False,Alternative,PK,12,n/a,18.0
Lamar County HighIntermediate,Vernon,AL,35592,Lamar County,False,Alternative,4,12,n/a,18.5
Vina High School,Vina,AL,35593,Franklin County,False,Alternative,PK,12,n/a,12.8
Winfield Elementary School,Winfield,AL,35594,Marion County,False,Elementary,PK,4,4,14.6
Austin Junior High School,Decatur,AL,35601,Morgan County,False,Alternative,8,9,n/a,16.5
Austin High School,Decatur,AL,35603,Morgan County,False,High,10,12,3,15.2
Athens Bible School,Athens,AL,35611,Limestone County,True,Private,K,12,n/a,8.1
Athens Middle School,Athens,AL,35613,Limestone County,False,Middle,6,8,3,19.4
Alabama Connections Academy,Athens,AL,35614,Limestone County,False,Alternative,K,12,n/a,Unknown
Cherokee Elementary School,Cherokee,AL,35616,Colbert County,False,Elementary,PK,6,2,11.6
Danville High School,Danville,AL,35619,Morgan County,False,High,9,12,1,17.3
Elkmont Elementary School,Elkmont,AL,35620,Limestone County,False,Elementary,PK,5,3,15.1
Eva School,Eva,AL,35621,Morgan County,False,Elementary,PK,8,4,16.2
Falkville Elementary School,Falkville,AL,35622,Morgan County,False,Elementary,PK,5,3,18.4
Florence Freshman Center,Florence,AL,35630,Lauderdale County,False,Alternative,9,9,n/a,20.9
Kilby Laboratory School,Florence,AL,35632,Lauderdale County,False,Elementary,PK,6,5,Unknown
Central Elementary School,Florence,AL,35633,Lauderdale County,False,Elementary,PK,6,n/a,18.1
Rogers Elementary School,Florence,AL,35634,Lauderdale County,False,Elementary,PK,6,n/a,18.3
Barkley Bridge Elementary School,Hartselle,AL,35640,Morgan County,False,Elementary,PK,4,5,16.4
Allen Thornton Career Technical Center,Killen,AL,35645,Lauderdale County,False,High,10,12,n/a,Unknown
Colbert County High School,Leighton,AL,35646,Colbert County,False,High,7,12,1,16.2
Sugar Creek Elementary School,Lester,AL,35647,Limestone County,False,Elementary,PK,5,3,15.0
Lexington Elementary School,Lexington,AL,35648,Lauderdale County,False,Elementary,PK,6,n/a,16.6
Lawrence County Christian School,Moulton,AL,35650,Lawrence County,True,Private,PK,12,n/a,5.0
Mount Hope,Mount Hope,AL,35651,Lawrence County,False,Elementary,PK,6,3,12.3
Lauderdale County High School,Rogersville,AL,35652,Lauderdale County,False,High,7,12,4,18.2
Belgreen High School,Russellville,AL,35653,Franklin County,False,Alternative,PK,12,n/a,15.1
Tharptown Elementary School,Russellville,AL,35654,Franklin County,False,Elementary,PK,6,1,16.1
L E Willson Elementary School,Sheffield,AL,35660,Colbert County,False,Elementary,3,6,2,15.5
Highland Park Elementary School,Muscle Shoals,AL,35661,Colbert County,False,Elementary,1,2,n/a,15.5
Albert P Brewer High School,Somerville,AL,35670,Morgan County,False,High,9,12,3,20.0
Tanner Elementary School,Tanner,AL,35671,Limestone County,False,Elementary,PK,5,1,15.8
Hatton Elementary School,Town Creek,AL,35672,Lawrence County,False,Elementary,PK,6,2,19.9
East Lawrence Elementary School,Trinity,AL,35673,Lawrence County,False,Elementary,PK,4,2,15.6
Colbert Heights Elementary School,Tuscumbia,AL,35674,Colbert County,False,Elementary,PK,6,3,15.5
Waterloo High School,Waterloo,AL,35677,Lauderdale County,False,Alternative,PK,12,n/a,15.1
Ardmore High School,Ardmore,AL,35739,Limestone County,False,High,6,12,4,21.5
Bridgeport Elementary School,Bridgeport,AL,35740,Jackson County,False,Elementary,PK,4,3,16.5
Dutton Elementary School,Dutton,AL,35744,Jackson County,False,Elementary,PK,8,4,17.9
Kate D Smith DAR Elementary School,Grant,AL,35747,Marshall County,False,Elementary,PK,4,3,16.2
Madison County Elementary School,Gurley,AL,35748,Madison County,False,Elementary,PK,8,2,13.9
Creekside Elementary School,Harvest,AL,35749,Limestone County,False,Elementary,1,5,4,16.9
Bethlehem Christian Academy,Hazel Green,AL,35750,Madison County,True,Private,PK,11,n/a,6.1
Epruett Center Of Technology,Hollywood,AL,35752,Jackson County,False,High,10,12,n/a,Unknown
Laceys Spring Elementary School,Laceys Spring,AL,35754,Morgan County,False,Elementary,PK,8,2,16.4
James Clemens High School,Madison,AL,35756,Limestone County,False,High,9,12,5,17.9
Legacy Elementary School,Madison,AL,35757,Madison County,False,Elementary,PK,5,4,17.5
Bob Jones High School,Madison,AL,35758,Madison County,False,High,9,12,5,17.6
Lynn Fanning Elementary School,Meridianville,AL,35759,Madison County,False,Elementary,PK,3,n/a,18.3
New Hope Elementary School,New Hope,AL,35760,Madison County,False,Elementary,PK,6,3,16.1
Buckhorn High School,New Market,AL,35761,Madison County,False,High,9,12,4,19.1
Big Cove Christian Academy,Owens Cross Roads,AL,35763,Madison County,True,Private,K,12,n/a,10.6
Pisgah High School,Pisgah,AL,35765,Jackson County,False,Alternative,PK,12,n/a,21.3
Caldwell Elementary School,Scottsboro,AL,35768,Jackson County,False,Elementary,1,3,n/a,14.4
Scottsboro High School,Scottsboro,AL,35769,Jackson County,False,High,9,12,3,17.1
Macedonia School,Section,AL,35771,Jackson County,False,Elementary,PK,8,2,20.0
North Jackson High School,Stevenson,AL,35772,Jackson County,False,High,9,12,1,19.9
Madison Cross Roads Elementary School,Toney,AL,35773,Madison County,False,Elementary,PK,5,2,19.5
Woodville High School,Woodville,AL,35776,Jackson County,False,Alternative,PK,12,n/a,18.9
Blossomwood Elementary School,Huntsville,AL,35801,Madison County,False,Elementary,PK,6,3,17.1
First Christian Church Early Childhood Ministry,Huntsville,AL,35802,Madison County,True,Private,PK,K,n/a,7.0
Challenger Elementary School,Huntsville,AL,35803,Madison County,False,Elementary,PK,5,3,17.6
Faith Covenant Academy,Huntsville,AL,35805,Madison County,True,Private,K,12,n/a,56.7
Calvary Baptist Academy,Huntsville,AL,35806,Madison County,True,Private,PK,12,n/a,6.5
Academy for Academics and Arts Middle School,Huntsville,AL,35810,Madison County,False,Middle,6,8,4,13.6
Central School,Huntsville,AL,35811,Madison County,False,Elementary,PK,8,4,16.9
Foster Academy,Huntsville,AL,35816,Madison County,True,Private,6,12,n/a,3.0
Williams Elementary School,Huntsville,AL,35824,Madison County,False,Elementary,PK,5,2,17.8
Oakwood Adventist Academy,Huntsville,AL,35896,Madison County,True,Private,K,12,n/a,11.0
Etowah County Special Education Learning Center,Gadsden,AL,35901,Etowah County,False,Alternative,PK,12,n/a,Unknown
Excel Institute,Gadsden,AL,35902,Etowah County,True,Private,,,n/a,n/a
Adams Elementary School,Gadsden,AL,35903,Etowah County,False,Elementary,PK,5,1,16.6
Coosa Christian School,Gadsden,AL,35904,Etowah County,True,Private,PK,12,n/a,8.8
Fbc Glencoe Weekday,Glencoe,AL,35905,Etowah County,True,Private,PK,6,n/a,4.6
John S Jones Elementary School,Rainbow City,AL,35906,Etowah County,False,Elementary,PK,5,4,16.0
Southside Elementary School,Southside,AL,35907,Etowah County,False,Elementary,PK,5,4,17.1
Albertville Elementary School,Albertville,AL,35950,Marshall County,False,Elementary,3,4,1,20.3
Albertville Kindergarten and PreK,Albertville,AL,35951,Marshall County,False,Elementary,PK,K,n/a,23.3
West End Elementary School,Altoona,AL,35952,Etowah County,False,Elementary,PK,6,2,17.7
Ashville Elementary School,Ashville,AL,35953,St. Clair County,False,Elementary,PK,4,4,18.0
Attalla Elementary School,Attalla,AL,35954,Etowah County,False,Elementary,PK,5,1,20.5
Carlisle Elementary School,Boaz,AL,35956,Etowah County,False,Elementary,PK,5,2,17.7
Boaz Elementary School,Boaz,AL,35957,Marshall County,False,Elementary,PK,1,n/a,18.6
Bryant School,Bryant,AL,35958,Jackson County,False,Elementary,PK,6,3,22.0
Cedar Bluff High School,Cedar Bluff,AL,35959,Cherokee County,False,Alternative,PK,12,n/a,17.7
Centre Elementary School,Centre,AL,35960,Cherokee County,False,Elementary,PK,4,3,16.1
Collinsville High School,Collinsville,AL,35961,DeKalb County,False,Alternative,PK,12,n/a,16.1
Beth Haven Christian Academy,Crossville,AL,35962,DeKalb County,True,Private,1,12,n/a,33.0
Douglas Elementary School,Douglas,AL,35964,Marshall County,False,Elementary,3,5,2,18.4
Flat Rock School,Flat Rock,AL,35966,Jackson County,False,Elementary,PK,8,2,19.5
Alternative School,Fort Payne,AL,35967,DeKalb County,False,High,5,12,n/a,Unknown
Fyffe High School,Fyffe,AL,35971,DeKalb County,False,Alternative,PK,12,n/a,16.2
Gaylesville High School,Gaylesville,AL,35973,Cherokee County,False,Alternative,PK,12,n/a,15.5
Geraldine School,Geraldine,AL,35974,DeKalb County,False,Alternative,PK,12,n/a,16.6
Brindlee Mountain High School,Guntersville,AL,35976,Marshall County,False,High,6,12,2,18.1
Henagar Junior High School,Henagar,AL,35978,DeKalb County,False,Elementary,PK,8,2,13.1
Ider School,Ider,AL,35981,DeKalb County,False,Alternative,PK,12,n/a,14.6
Sand Rock High School,Sand Rock,AL,35983,Cherokee County,False,Alternative,PK,12,n/a,17.3
Cornerstone Christian Academy,Rainsville,AL,35986,DeKalb County,True,Private,PK,12,n/a,18.8
Steele Elementary School,Steele,AL,35987,St. Clair County,False,Elementary,PK,6,3,16.3
Sylvania School,Sylvania,AL,35988,DeKalb County,False,Alternative,PK,12,n/a,17.8
Valley Head High School,Valley Head,AL,35989,DeKalb County,False,Alternative,PK,12,n/a,13.8
Autaugaville School,Autaugaville,AL,36003,Autauga County,False,Alternative,PK,12,n/a,14.9
Banks School,Banks,AL,36005,Pike County,False,Elementary,PK,8,3,15.9
Billingsley High School,Billingsley,AL,36006,Autauga County,False,Alternative,K,12,n/a,16.8
Brantley High School,Brantley,AL,36009,Crenshaw County,False,Alternative,PK,12,n/a,14.7
Pike County Elementary School,Brundidge,AL,36010,Pike County,False,Elementary,PK,6,3,16.5
Macon East Academy,Cecil,AL,36013,Montgomery County,True,Private,K,12,n/a,n/a
Barbour County High School,Clayton,AL,36016,Barbour County,False,High,7,12,0,21.1
Airport Road Intermediate School,Coosada,AL,36020,Elmore County,False,Elementary,3,4,3,18.4
Frank Lee Youth Center,Deatsville,AL,36022,Elmore County,False,Alternative,9,9,n/a,n/a
Eclectic Elementary School,Eclectic,AL,36024,Elmore County,False,Elementary,PK,4,4,19.5
Draper Correctional Facility,Elmore,AL,36025,Elmore County,False,Alternative,9,9,n/a,n/a
Alabama Virtual Academy at Eufaula City Schools,Eufaula,AL,36027,Barbour County,False,Alternative,K,12,n/a,Unknown
Fort Deposit Elementary School,Fort Deposit,AL,36032,Lowndes County,False,Elementary,PK,5,0,16.1
Georgiana School,Georgiana,AL,36033,Butler County,False,Alternative,PK,12,n/a,19.4
Goshen Elementary School,Goshen,AL,36035,Pike County,False,Elementary,PK,6,2,16.5
Butler County Area Vocational School,Greenville,AL,36037,Butler County,False,High,10,12,n/a,Unknown
Central Elementary School,Hayneville,AL,36040,Lowndes County,False,Elementary,PK,5,0,13.2
Highland Home School,Highland Home,AL,36041,Crenshaw County,False,Alternative,PK,12,n/a,15.5
Hooper Academy,Hope Hull,AL,36043,Montgomery County,True,Private,PK,12,n/a,n/a
Calhoun High School,Letohatchee,AL,36047,Lowndes County,False,High,9,12,0,16.0
Barbour County Intermediate School,Louisville,AL,36048,Barbour County,False,Elementary,2,6,0,18.7
Crenshaw Christian Academy,Luverne,AL,36049,Crenshaw County,True,Private,K,12,n/a,10.0
Marbury Middle School,Marbury,AL,36051,Autauga County,False,Middle,6,8,3,18.2
Millbrook Middle School,Millbrook,AL,36054,Elmore County,False,Middle,5,8,3,19.1
Pike Road Elementary School,Pike Road,AL,36064,Montgomery County,False,Elementary,PK,3,n/a,19.8
Daniel Pratt Elementary School,Prattville,AL,36066,Autauga County,False,Elementary,1,6,4,17.8
Autauga Academy,Prattville,AL,36067,Autauga County,True,Private,PK,12,n/a,7.0
DunbarRamer School,Ramer,AL,36069,Montgomery County,False,Elementary,PK,8,n/a,8.2
DC Wolfe School,Shorter,AL,36075,Macon County,False,Elementary,PK,6,0,14.5
Southside Middle School,Tallassee,AL,36078,Elmore County,False,Middle,5,8,2,15.2
Alternative Learning Center,Troy,AL,36081,Pike County,False,High,6,12,n/a,Unknown
Booker T Washington High,Tuskegee,AL,36083,Macon County,False,High,9,12,0,14.6
Macon County Area Vocational School,Tuskegee Institute,AL,36088,Macon County,False,High,9,12,n/a,Unknown
